845216	/scratch/cgsb/huang/ucsc
192688368	/scratch/cgsb/huang/1001_genomes
149920	/scratch/cgsb/huang/general
222831560	/scratch/cgsb/huang/Illumina_iGenomes
67499660	/scratch/cgsb/huang/dap
7848	/scratch/cgsb/huang/users
12	/scratch/cgsb/huang/dap_hs
11514432	/scratch/cgsb/huang/genomes
495537020	/scratch/cgsb/huang
6044376	/scratch/cgsb/ncbi/taxdmp
537236	/scratch/cgsb/ncbi/sprot
37947020	/scratch/cgsb/ncbi/bacteria
8288848	/scratch/cgsb/ncbi/kraken_cz
8485200	/scratch/cgsb/ncbi/pfam
256820	/scratch/cgsb/ncbi/repbase
253136	/scratch/cgsb/ncbi/Rfam
3908	/scratch/cgsb/ncbi/miRBase
249956732	/scratch/cgsb/ncbi/kraken
238681444	/scratch/cgsb/ncbi/blast
550454724	/scratch/cgsb/ncbi
388235012	/scratch/cgsb/rockman/Strebgenome
4199543788	/scratch/cgsb/rockman/lmn3
21431644	/scratch/cgsb/rockman/mk5636
23204	/scratch/cgsb/rockman/cz12
965240	/scratch/cgsb/rockman/gmap
72638500	/scratch/cgsb/rockman/mrb443
497960	/scratch/cgsb/rockman/programs
167815868	/scratch/cgsb/rockman/mr176
10623584	/scratch/cgsb/rockman/ap117
17800616	/scratch/cgsb/rockman/vmc7
727652240	/scratch/cgsb/rockman/minion
21409772	/scratch/cgsb/rockman/genomes
140072064	/scratch/cgsb/rockman/open
3015551080	/scratch/cgsb/rockman/ddr2
8784260576	/scratch/cgsb/rockman
1221862628	/scratch/cgsb/gunsiano/ke14
3186792692	/scratch/cgsb/gunsiano/ra1431
260310788	/scratch/cgsb/gunsiano/sean
409468608	/scratch/cgsb/gunsiano/jyl9
804866280	/scratch/cgsb/gunsiano/aa144
1898520	/scratch/cgsb/gunsiano/lg1883
1196105628	/scratch/cgsb/gunsiano/archive
7081305148	/scratch/cgsb/gunsiano
40432872	/scratch/cgsb/sequme/tmp
732776872	/scratch/cgsb/sequme/db
223640816	/scratch/cgsb/sequme/log
8	/scratch/cgsb/sequme/var
8	/scratch/cgsb/sequme/etc
996850580	/scratch/cgsb/sequme
32	/scratch/cgsb/carlton/sudhir
226792	/scratch/cgsb/carlton/for_Sally
32	/scratch/cgsb/carlton/hk538
5510460	/scratch/cgsb/carlton/NIMR_PGM_RESULTS
723533076	/scratch/cgsb/carlton/Raw_data
15165932	/scratch/cgsb/carlton/Tf_ATCC30924_KV1_ASSEMBLY
2322508	/scratch/cgsb/carlton/Julia
145119288	/scratch/cgsb/carlton/NIMR_PGM_DATA
14771984	/scratch/cgsb/carlton/Reference_genomes
6712120	/scratch/cgsb/carlton/Susan_16S_DEP_rawdata
1880217140	/scratch/cgsb/carlton/Pvivax
925276156	/scratch/cgsb/carlton/dan
80913712	/scratch/cgsb/carlton/Tf_ATCC30924_KV1_DNA_Hiseq
327952136	/scratch/cgsb/carlton/swapna
4872778072	/scratch/cgsb/carlton/MB_ddRAD
383763788	/scratch/cgsb/carlton/pfIndia
2640749074	/scratch/cgsb/carlton/steven
26724	/scratch/cgsb/carlton/Scripts
2477304	/scratch/cgsb/carlton/Analysis_Multiseqref_013
162605676	/scratch/cgsb/carlton/sally
457548	/scratch/cgsb/carlton/Schatz_assemblies
6796	/scratch/cgsb/carlton/modules
570002004	/scratch/cgsb/carlton/tobi
12761074842	/scratch/cgsb/carlton
13950788	/scratch/cgsb/smith/tests
35731440	/scratch/cgsb/smith/original_pol321_fastqs
127043752	/scratch/cgsb/smith/pol321
35731436	/scratch/cgsb/smith/sra
779108	/scratch/cgsb/smith/oldyeaststuff
6592040	/scratch/cgsb/smith/ScerIndex
70441544	/scratch/cgsb/smith/TonyJeff_Human_OFs
539268	/scratch/cgsb/smith/duncans_output
5027268	/scratch/cgsb/smith/wt_cdc9d
8021356	/scratch/cgsb/smith/ScriptsToRun
494983936	/scratch/cgsb/smith
1807662720	/scratch/cgsb/bonneau/rice_ch
2158222784	/scratch/cgsb/bonneau/mick
351594756	/scratch/cgsb/bonneau/hua_chris
1808825588	/scratch/cgsb/bonneau/randy
1963620	/scratch/cgsb/bonneau/th17_em
132830424	/scratch/cgsb/bonneau/jason
2161346504	/scratch/cgsb/bonneau/maria
743912	/scratch/cgsb/bonneau/ComposDataProject
10523095764	/scratch/cgsb/bonneau/xchen
22085192	/scratch/cgsb/bonneau/meisan
18968371268	/scratch/cgsb/bonneau
1204	/scratch/cgsb/sm4431/demux_20121121
1208	/scratch/cgsb/sm4431
1356	/scratch/cgsb/.saved_acls/.git
1428	/scratch/cgsb/.saved_acls
20486776	/scratch/cgsb/seqcore/Birnbaum
24	/scratch/cgsb/seqcore/Carlton
24	/scratch/cgsb/seqcore/Piano
128	/scratch/cgsb/seqcore/Gresham
68	/scratch/cgsb/seqcore/Purugganan
20	/scratch/cgsb/seqcore/Vogel
8	/scratch/cgsb/seqcore/Rushlow
152	/scratch/cgsb/seqcore/Ercan
12	/scratch/cgsb/seqcore/Scicchitano
64	/scratch/cgsb/seqcore/Rockman
56	/scratch/cgsb/seqcore/Gunsalus
20487336	/scratch/cgsb/seqcore
41044	/scratch/cgsb/sanjana/commons
500938160	/scratch/cgsb/sanjana/MYCScreen
13097232	/scratch/cgsb/sanjana/ImmuneEvasionScreen_Nir
20484628	/scratch/cgsb/sanjana/ATAC_Antonino
29677328	/scratch/cgsb/sanjana/Cpf1_score
